,Unnamed: 0,Text,cleaned_text,len
28525,28628,"Discontent on the left might have come to a head last year with the sacking of Jacob Zuma, Mr Mbeki's deputy, after allegations of corruption.",discontent left might come head last year sacking jacob zuma mr mbeki deputy allegations corruption ,140
28527,28630,"For a moment, it looked as if he might become a rallying point for opposition to the leadership.",moment looked might become rallying point opposition leadership ,95
28528,28631,But the discipline honed over decades quickly reasserted itself.,discipline honed decades quickly reasserted ,64
28529,28632,"So, halfway through his second (and, constitutionally, last) term of office, Mr Mbeki, the technocrats' technocrat, is still in tight control.",halfway second constitutionally last term office mr mbeki technocrats technocrat still tight control ,133
28531,28634,Next year the party is due to pick a leader to contest the presidential election due in 2009.,next year party due pick leader contest presidential election due ,88
28534,28637,"“ENDURING and expanding”: Islamic State’s motto omits its obsession with killing and annihilating its enemies, but otherwise sums up the group's ambitions pretty well.",enduring expanding islamic state motto omits obsession killing annihilating enemies otherwise sums group ambitions pretty well ,164
28535,28638,"The first deadly attack by the group can be traced to 2002, when Tawhid wal-Jihad, an Iraqi predecessor, assassinated an American aid worker in Jordan.",first deadly attack group traced tawhid wal jihad iraqi predecessor assassinated american aid worker jordan ,143
28537,28640,"Last year IS and its affiliates committed or inspired attacks in 33 countries, killing 10,358 people.The group has gone through many iterations: from Tawhid wal-Jihad it became known to many as al-Qaeda in Iraq in 2004 and, two years later, it called itself Islamic State in Iraq.",last year affiliates committed inspired attacks countries killing people group gone many iterations tawhid wal jihad became known many al qaeda iraq two years later called islamic state iraq ,261
28538,28641,It was nearly wiped out in 2008 by Sunni tribal fighters allied with American forces.,nearly wiped sunni tribal fighters allied american forces ,80
28539,28642,"In 2013 it expanded into Syria and became Islamic State in Iraq and the Levant (sometimes Islamic State in Iraq and Syria, hence the different acronyms, ISIL and ISIS).",expanded syria became islamic state iraq levant sometimes islamic state iraq syria hence different acronyms isil isis ,159
28540,28643,"The following year, when it took Mosul and much of northern and western Iraq, it declared a “caliphate” under its newest moniker, Islamic State.",following year took mosul much northern western iraq declared caliphate newest moniker islamic state ,139
28541,28644,"That helped encourage pledges of allegiance from other jihadist groups, both pre-existing and new, in places such as Egypt, Libya, Nigeria and the Philippines.",helped encourage pledges allegiance jihadist groups pre existing new places egypt libya nigeria philippines ,155
28542,28645,In September 2014 IS urged Muslims across the world to rise up and kill non-Muslims.,september urged muslims across world rise kill non muslims ,79
28543,28646,"Several particularly gruesome attacks took place in France, Belgium and the United States, showing how the group could both orchestrate attacks and inspire individuals to kill under its name.One reason it is striking out abroad, say analysts, is that IS has been losing territory in its heartland of Iraq and Syria over the past 18 months, partly because of American air strikes and Russia’s support for the regime of Syria’s president, Bashar al-Assad.",several particularly gruesome attacks took place france belgium united states showing group could orchestrate attacks inspire individuals kill name one reason striking abroad say analysts losing territory heartland iraq syria past months partly american air strikes russia support regime syria president bashar al assad ,444
